0	2240837
0	17987598
0	46676535
0	66104473
0	41994159
1	2240837
1	46676535
1	41994159
1	17987598
1	4607152
2	2240837
2	41994159
2	61443482
2	12760564
2	73539481
3	2240837
3	41994159
3	5042951
3	17987598
3	46676535
4	2240837
4	5042951
4	2649947
4	17987598
4	60945092
5	83193
5	38454300
5	988
5	14434409
5	74519337
6	38454300
6	76817298
6	37911337
6	74767930
6	45542926
7	38454300
7	17113009
7	37911337
7	60945092
7	5743212
8	38454300
8	45542926
8	28267409
8	44707607
8	2355918
9	4607152
9	60945092
9	38454300
9	1038280
9	52846751
10	75746300
10	29343799
10	24159290
10	67642835
10	18343996
11	75746300
11	24574669
11	65872280
11	77277402
11	604486
12	75746300
12	24574669
12	70620180
12	13743601
12	77277402
13	67642835
13	52846751
13	75746300
13	29481838
13	26810695
14	75746300
14	77277402
14	24574669
14	21195116
14	29824007
15	70601084
15	75731161
15	2649947
15	3201
15	69759774
16	70601084
16	72624020
16	2649947
16	75731161
16	4607152
17	1770354
17	74039117
17	78144589
17	17987598
17	11373849
18	70601084
18	24831001
18	2537522
18	7895944
18	31668210
19	70601084
19	2649947
19	73378834
19	70190212
19	4607152
20	78144589
20	77375535
20	66104755
20	75731161
20	69759774
21	3609425
21	988
21	6937839
21	78144589
21	28803763
22	78144589
22	47242218
22	78256342
22	66711177
22	57554825
23	78144589
23	66711177
23	74914188
23	32552139
23	69278655
24	72624020
24	69759774
24	66104473
24	66104755
24	17987598
25	63662981
25	17987598
25	15462864
25	3201
25	4607152
26	15462864
26	4607152
26	63662981
26	17987598
26	62528684
27	73361785
27	77375535
27	4567598
27	15462864
27	17987598
28	78396172
28	78256342
28	2649947
28	78132602
28	65789694
29	4607152
29	60945092
29	74039117
29	1038280
29	5042951
30	74970752
30	72624020
30	66104473
30	15462864
30	64789378
31	74970752
31	64789378
31	76802291
31	65091614
31	78132602
32	74970752
32	78396172
32	65091614
32	74039117
32	64789378
33	74970752
33	76802291
33	65091614
33	15462864
33	78396172
34	74970752
34	15462864
34	76802291
34	63662981
34	72624020
35	72624020
35	53906473
35	74330291
35	17945609
35	14947222
36	4607152
36	60945092
36	64789378
36	604486
36	20837956
37	2322153
37	58019317
37	29080477
37	11373849
37	65789694
38	58229069
38	40891
38	29343799
38	76269130
38	194690
