0	55569888	22457847
0	40218456	52625201
0	32692970	57720057
0	39773873	50218929
1	61541925	207601
1	64301884	3727638
1	54400216	43118579
1	63225340	67525474
1	586357	87210
2	61541925	76269130
2	32439784	56748043
2	26476831	12760564
2	253279	76817298
2	1763082	43456903
3	61541925	18403
3	172777	322337
3	263636	25280
3	8220913	13792647
3	61547718	25598628
4	21523	58853436
4	349771	39773873
4	61547718	4488510
4	3907217	19539938
4	12994741	7153075
5	23838524	76196534
5	54041957	53322329
5	28443164	64649725
5	15677650	1839
5	61541925	73910612
6	349771	71521003
6	14408479	390214
6	61547718	26000
6	38156432	56977848
6	14338608	48799229
7	14408479	49127301
7	21523	32612385
7	349771	37904380
7	61547718	2156522
7	46201232	66119344
8	21523	346382
8	349771	3176466
8	35699507	69759774
8	61547718	360788
8	64415394	13690575
9	1360091	22499764
9	46465898	13988512
9	14405160	2368264
9	78053249	55968271
9	7950358	13038078
10	61541925	3839610
10	61547718	697436
10	1763082	57091934
10	21573718	11470059
10	15702071	63945078
11	38870173	69164293
11	61541925	8946593
11	26266110	35673556
11	54033657	67911196
11	50073184	75174078
12	54361643	38390513
12	32402755	62379097
12	35699507	23252051
12	64415394	10406
12	73713333	7289806
13	64415394	4111503
13	43502368	21312269
13	18543448	69920175
13	349771	25784
13	21523	511466
14	61541925	56906363
14	14611016	66213716
14	2948178	44057611
14	19172663	47319644
14	5788461	9583985
15	78113392	630741
15	172777	9240851
15	37652061	1592956
15	361157	44162435
15	3951220	72710
16	78113392	2025734
16	26078035	50218929
16	37652061	30862029
16	3951220	75174416
16	31108124	40913419
17	32439784	35026656
17	4175709	44381106
17	159731	313845
17	78113392	2503693
17	435399	5462075
18	78113392	54666
18	3710117	89246
18	43705185	46207323
18	21393064	59176027
18	21523	39455714
19	4175709	160556
19	20860737	8406655
19	76454060	70193952
19	13963489	70107821
19	35659147	12589161
20	65434605	76087628
20	1908395	1205877
20	50336055	64141895
20	15497991	38366763
20	1988689	31998221
21	65434605	2854628
21	16167377	65462416
21	1164	13967547
21	1908395	25829369
21	66026469	66740805
22	65434605	27501700
22	1164	24128922
22	50336055	53551430
22	29804797	11408311
22	623686	15743966
23	65434605	73910612
23	7754370	53491295
23	4488510	252866
23	1660757	52180279
23	3143150	505237
24	65434605	75626774
24	30130914	72216238
24	29985074	77668073
24	60575040	207601
24	8055330	78066172
25	14179835	74016321
25	75995640	20234388
25	349771	11373849
25	43502368	9951136
25	21523	51885204
26	14179835	49388523
26	43502368	43612515
26	39182554	78256342
26	349771	3401245
26	44738576	4375576
27	14179835	17376728
27	18543448	75731161
27	349771	14528171
27	37862937	52054307
27	61660335	26692522
28	43502368	40891
28	43693845	446606
28	26548937	71310774
28	7095986	18184507
28	12217323	67944487
29	349771	19835689
29	14179835	69920175
29	54316	56743462
29	37862937	30737379
29	38156432	78113392
30	8220913	39182554
30	172777	11081176
30	35699507	10028679
30	263636	20234388
30	46465898	74016321
31	14539	8888
31	3602387	1890700
31	55867424	2025734
31	5389390	56086085
31	35484377	7950358
32	46465898	31765599
32	27569062	34204639
32	43502368	40150388
32	27141012	9835466
32	1360091	8160456
33	213214	27395982
33	73127816	7214369
33	35001481	68440670
33	35699507	12400597
33	46465898	68824274
34	871903	508896
34	9240851	53064
34	1762926	35691407
34	1600053	51041610
34	74242923	97914
35	31663887	6213536
35	61541925	16796643
35	55867424	25249780
35	21523	3797013
35	2715076	38366763
36	61681836	62285602
36	31663887	59205557
36	5829819	660651
36	28443302	782162
36	5389390	78136945
37	31663887	58606900
37	8735392	33827219
37	61681836	15292639
37	66740805	176320
37	73390595	26994422
38	31663887	41224221
38	2715076	5618137
38	2710755	58469853
38	1563306	76635267
38	54171755	54981574
39	68055327	53198596
39	31663887	4771336
39	38637693	52284286
39	18160509	11692451
39	2465250	58853436
40	3056879	27480321
40	690245	7404467
40	70548926	9129848
40	3788923	31743909
40	76676022	39675445
41	3056879	7823692
41	50073184	19472545
41	38870173	183503
41	54033657	16547646
41	1222578	67555055
42	2715076	66569125
42	76053249	58513641
42	2710755	35471883
42	9788270	2090057
42	1563306	6904987
43	3056879	33993923
43	9539868	2795558
43	183403	11591432
43	39182554	22044506
43	990648	34641278
44	3056879	14361510
44	59892172	10289427
44	9539868	97922
44	17895738	7906908
44	3788923	7267936
45	4231161	242001
45	41575347	41939036
45	43502368	502426
45	46587298	6499010
45	9835466	183275
46	4231161	64180478
46	2931717	5104401
46	6703615	13967547
46	322337	41399630
46	183403	902
47	4231161	44518759
47	39799223	528425
47	2931717	67568559
47	46587298	54620481
47	41575347	46250924
48	4231161	28474959
48	2931717	53653356
48	22656	41121740
48	585143	41105510
48	10904266	19373832
49	4231161	51161289
49	5017283	10174
49	14973076	31084685
49	39480604	68581881
49	2791110	4496518
50	57040423	20433613
50	21438003	7746249
50	1219664	6042
50	9951136	63058189
50	10511206	313845
51	57040423	55823152
51	2376785	47803545
51	11974133	4839372
51	35824936	26266110
51	60925240	3623060
52	57040423	32552139
52	21657133	56101876
52	76196534	1222568
52	24701084	50825029
52	7639845	4153008
53	57040423	22520384
53	21438003	14598828
53	29819979	1181008
53	176997	58373976
53	29804797	40190528
54	57040423	11974133
54	60925240	31295654
54	7278280	71268
54	490067	41575347
54	35824936	63513679
55	16167377	30862029
55	9912495	2345336
55	1908395	23210252
55	34204639	77091099
55	1988689	60263099
56	16167377	17218394
56	3865832	4949370
56	37652061	75731161
56	40257392	56743462
56	9912495	77908009
57	72360809	68200658
57	586357	4984211
57	54575571	8871974
57	2862	70573417
57	1164	1117722
58	3602387	49979758
58	1164	64808188
58	375416	19374248
58	9912495	29481838
58	16167377	27169328
59	43350772	45061245
59	19075690	30353558
59	39799017	4771336
59	4478788	69512983
59	29462241	33870490
60	349771	8628014
60	3907217	3154127
60	12994741	66326711
60	21523	63944
60	61547718	10425807
61	349771	34641278
61	61547718	57533523
61	21523	6475070
61	14179835	47868
61	14408479	77765161
62	78113392	4336217
62	38156432	17572785
62	64176530	5112137
62	7251	18906
62	172777	39975515
63	61547718	14431229
63	3907217	2081516
63	349771	13403260
63	21523	19287844
63	440706	372266
64	349771	72212956
64	61547718	41171338
64	21523	11518586
64	14179835	76419906
64	24833746	57265177
65	51404222	7267936
65	59892172	48997893
65	61541925	54889445
65	1881010	70386320
65	67219182	30577257
66	51404222	31235956
66	1003781	9399605
66	97922	8714796
66	53278126	596277
66	390214	78066172
67	51404222	22133845
67	367329	69185567
67	76053249	59891440
67	3788923	30511763
67	40662884	2128950
68	51404222	44104564
68	44235664	7297179
68	74914188	63284639
68	311401	43695590
68	31405724	35708672
69	51404222	54637700
69	2105051	7082881
69	1059791	3650356
69	26000	68443712
69	1881010	54452801
70	9054429	78159010
70	57395711	63722837
70	10711453	1403587
70	14343887	50226657
70	17290783	30525205
71	9054429	57122799
71	10711453	68898712
71	50569499	76802291
71	57169104	41555934
71	1205439	8205445
72	9054429	70704819
72	1853175	75038808
72	61547718	27215025
72	68440670	153774
72	43705185	27481335
73	68440670	232526
73	9054429	14923880
73	17290783	3209753
73	57169104	30897833
73	78052490	74906229
74	9054429	53711676
74	60763744	46975535
74	57395711	4984211
74	1205439	77125925
74	17290783	5610322
75	1360091	59362417
75	46465898	13793747
75	43502368	77375535
75	40409788	8432625
75	27141012	218879
76	1360091	44381106
76	14179835	9129848
76	46465898	20400528
76	27141012	59467764
76	43502368	75210974
77	35699507	30577257
77	62295363	14285
77	21523	56767592
77	66740805	40568034
77	64415394	74845559
78	1360091	23234121
78	1237612	14520910
78	46465898	9732182
78	43502368	9448193
78	14405160	42070652
79	43502368	13018947
79	1360091	62121155
79	46465898	229649
79	40409788	22072718
79	27141012	67642835
80	46465898	2948178
80	27569062	48987892
80	54550729	47004363
80	66740805	57218361
80	8220913	164600
81	46465898	64692781
81	27569062	15364270
81	1360091	192355
81	7950358	57687371
81	8220913	10406
82	46465898	66143346
